Code,City,Country,AIRPORT
12219,Hatfield,United Kingdom,Hatfield
12220,Hawthorne,NV,Hawthorne Industrial
12221,Hamilton Island,Australia,Hamilton Island
12222,East Hampton,NY,East Hampton
12223,Ashland,WV,Tri-State/Milton J. Ferguson Field
12224,Hato Corozal,Colombia,Hato Corozal
12225,Huntsville,AL,Redstone AAF
12226,Humacao,PR,Dr Hermenegildo Ortiz Quinones
12227,Humera,Ethiopia,Humera
12228,Terre Haute,IN,Terre Haute Regional
12229,Huehuetenango,Guatemala,Huehuetenango
12230,Huahine,French Polynesia,Huahine Fare
12231,Hue,Vietnam,Phubai International
12232,Houlton,ME,Houlton International
12233,Houma,LA,Houma Terrebonne
12234,Hualien,Taiwan,Hualien
12235,Hughes,AK,Hughes
12236,Hutchinson,KS,Hutchinson Regional
12237,Huanuco,Peru,Alferez FAP David Figueroa Fernandini
12238,Hudiksvall,Sweden,Hudiksvall
12239,Santa Cruz/Huatulco,Mexico,Bahias de Huatulco International
12240,Humberside,United Kingdom,Humberside
12241,Analalava,Madagascar,Analalava
12242,Hervey Bay,Australia,Hervey Bay
12243,Hopkinsville,KY,Hopkinsville-Christian County
12244,New Haven,CT,Tweed New Haven
12245,Havre,MT,Havre City-County
12246,Hartsville,SC,Hartsville Regional
12247,Hayward,CA,Hayward Executive
12248,Hawk Inlet,AK,Hawk Inlet
12250,Hyannis,MA,Barnstable Municipal-Boardman/Polando Field
12251,Hyderabad,India,Hyderabad
12252,Hydaburg,AK,Hydaburg Seaplane Base
12253,Hollis,AK,Hollis Seaplane Base
12254,Hayward,WI,Sawyer County
12255,Hays,KS,Hays Regional
12257,Liping City,China,Liping
12258,Husavik,Iceland,Husavik
12259,Hazleton,PA,Hazleton Regional
12260,Shenandoah,IA,Shenandoah Municipal
12261,Webster City,IA,Webster City Municipal
12262,Red Oak,IA,Red Oak Municipal
12263,Wichita,KS,McConnell AFB
12264,Washington,DC,Washington Dulles International
12265,Niagara Falls,NY,Niagara Falls International
12266,Houston,TX,George Bush Intercontinental/Houston
12267,In Amenas,Algeria,In Amenas
12268,Kiana,AK,Bob Baker Memorial
12269,Yaroslavl,Russia,Yaroslavl
12270,Iasi,Romania,Iasi International
12271,Ibadan,Nigeria,Ibadan
12272,Ibague,Colombia,Perales
12273,Itambacuri,Brazil,Itambacuri
12274,Ibiza,Spain,Ibiza
12275,Cicia,Fiji,Cicia
12276,Nieuw Nickerie,Suriname,Nieuw
12277,Seoul,South Korea,Incheon International
12278,Wichita,KS,Wichita Dwight D Eisenhower National
12279,Icy Bay,AK,Icy Bay
12280,Idaho Falls,ID,Idaho Falls Regional
12281,Indiana,PA,Indiana County
12282,Santa Isabel Do Morro,Brazil,Santa Isabel Do Morro
12283,Independence,KS,Independence Municipal
12284,Indore,India,Indore
12285,Baldonnel,Ireland,Casement
12286,Zielona Gora,Poland,Babimost
12287,Kiev,Ukraine,Zhuliany International
12288,Isafjordur,Iceland,Isafjordur
12289,Innisfail,Australia,Innisfail
12290,Isfahan,Iran,Shahid Beheshti International
12291,Ivano-Frankovska,Ukraine,Ivano - Frankovska International
12293,Inagua,The Bahamas,Inagua
12294,Igiugig,AK,Igiugig
12295,Ingham,Australia,Ingham
12296,Izmir,Turkey,Cigli
12297,Kingman,AZ,Kingman
12298,Iligan,Philippines,Maria Cristina
12299,Chigorodo,Colombia,Chigorodo
12300,Iguazu,Argentina,Cataratas
12302,Iguacu Falls,Brazil,Cataratas International
12303,Chapel Hill,NC,Horace Williams
12304,Ihu,Papua New Guinea,Ihu
12305,Rantoul,IL,Rantoul National Aviation Center
12306,Chicago/Romeoville,IL,Lewis University
12307,De Kalb,IL,De Kalb Taylor Municipal
12308,Lincoln,IL,Logan County
12309,Ijui,Brazil,Ijui
12310,Jacksonville,IL,Jacksonville Municipal
12311,Tehran,Iran,Imam Khomaini International
12312,Wilkesboro,NC,Wilkes County
12313,Iki,Japan,Iki
12314,Kankakee,IL,Greater Kankakee
12315,Nikolski,AK,Nikolski AS
12316,Irkutsk,Russia,Irkutsk
12317,Ankeny,IA,Ankeny Regional
12318,Nevatim,Israel,Nevatim AB
12319,Killeen,TX,Skylark Field
12320,Wilmington,DE,New Castle
12321,Iliamna,AK,Iliamna
12322,Willmar,MN,Willmar Municipal
12323,Wilmington,NC,Wilmington International
12324,Wilmington,OH,Wilmington Air Park
12325,Iloilo,Philippines,Iloilo
12326,Ile Des Pins,New Caledonia,Ile Des Pins Moue
12327,Ilo,Peru,Ilo
12328,Ilorin,Nigeria,Ilorin
12329,Islay,United Kingdom,Islay
12330,Zilina,Slovakia,Zilina International
12331,Imphal,India,Imphal
12332,Imperial,NE,Imperial Municipal
12333,Immokalee,FL,Immokalee Regional
12334,Imperatriz,Brazil,Imperatriz
12335,Iron Mountain/Kingsfd,MI,Ford
12336,Auburn,IN,De Kalb County
12337,Indianapolis,IN,Indianapolis Executive
12338,Yinchuan,China,Hedong
12339,Indianapolis,IN,Indianapolis International
12340,In Guezzam,Algeria,In Guezzam
12341,Lago Argentino,Argentina,Lago Argentino
12342,Inhambane,Mozambique,Inhambane
12343,International Falls,MN,Falls International Einarson Field
12344,Innsbruck,Austria,Innsbruck
12345,Inongo,Congo (Kinshasa),Inongo
12347,Indian Springs,NV,Creech AFB
12348,Winston-Salem,NC,Smith Reynolds
12349,Nauru,Nauru,Nauru Island
12350,Inverness,United Kingdom,Inverness
12351,Winslow,AZ,Winslow-Lindbergh Regional
12352,Ioannina,Greece,Ioannina
12353,Isle of Man,United Kingdom,Isle of Man
12354,Impfondo,Congo (Brazaville),Impfondo
12355,Inishmore,Ireland,Inishmore
12356,Ilheus,Brazil,Bahia-Jorge Amado
12357,Ile Ouen,New Caledonia,Ile Ouen
12358,Iowa City,IA,Iowa City Municipal
12359,Easter Island,Chile,Mataveri International
12360,Ipil,Philippines,Ipil
12361,Ipoh,Malaysia,Ipoh Sultan Azlan Shah
12362,Ipiales,Colombia,San Luis
12363,El Centro,CA,Imperial County
12364,Ipatinga,Brazil,Usiminas
12365,Williamsport,PA,Williamsport Regional
12366,Al Taqaddum,Iraq,Al Taqaddum AB
12367,Al Asad,Iraq,Al Asad AB
12368,Iquique,Chile,Diego Aracena International
12369,Iquitos,Peru,Coronel Francisco Secada Vignetta International
12370,Circle,AK,Circle City
12371,Ishurdi,Bangladesh,Ishurdi
12372,Iron Range,Australia,Iron Range
12373,Iringa,Tanzania,Iringa
12374,La Rioja,Argentina,Capitan Vicente A Almonacid
12375,Kirksville,MO,Kirksville Regional
12376,Birao,Central African Republic,Birao
12377,Isiro,Congo (Kinshasa),Isiro
12378,Sturgis,MI,Sturgis
12379,Bayou La Batre,AL,Roy E. Ray
12380,Mount Isa,Australia,Mount Isa
12381,Islamabad,Pakistan,Benazir Bhutto International
12382,Scilly Isles,United Kingdom,Scilly Isles
12383,Ishigaki,Japan,Ishigaki
12384,Ischia,Italy,Ischia
12385,Isisford,Australia,Isisford
12386,Isla Mujeres,Mexico,Isla Mujeres
12387,Isabel Pass,AK,Isabel Pass
12388,Orlando,FL,Kissimmee Gateway
12389,Williston,ND,Sloulin Field International
12390,Kinston,NC,Kinston Regional Jetport at Stallings Field
12391,Islip,NY,Long Island MacArthur
12392,Manistique,MI,Schoolcraft County
12393,Istres,France,Istres Le Tube
12394,Wiscasset,ME,Wiscasset
12395,Istanbul,Turkey,Ataturk
12396,Wisconsin Rapids,WI,Alexander Field South Wood County
12397,Ithaca/Cortland,NY,Ithaca Tompkins Regional
12400,Osaka,Japan,Osaka International
12401,Itabuna,Brazil,Itabuna
12402,Hilo,HI,Hilo International
12403,Itaqui,Brazil,Itaqui
12404,Niue Island,Niue,Niue International
12405,Inus,Papua New Guinea,Inus
12406,Ambanja,Madagascar,Ambanja/Ambalavelona
12407,Invercargill,New Zealand,Invercargill
12408,Berane,Montenegro,Berane
12409,Ivalo,Finland,Ivalo
12410,Inverell,Australia,Inverell
12411,Ivanovo,Russia,Ivanovo
12412,Ironwood,MI,Gogebic-Iron County
12413,Iwami,Japan,Iwami
12414,Iwoto,Japan,Iwoto
12415,Houston,TX,West Houston
12416,Agartala,India,Agartala
12417,Bagdogra,India,Baghdogra
12418,Chandigarh,India,Chandigarh
12419,Allahabad,India,Allahabad
12420,Mangalore,India,Mangalore International
12421,Belgaum,India,Belgaum
12422,Kailashahar,India,Kailashahar
12423,Lilabari,India,North Lakhimpur/Lilabari
12424,Jammu,India,Jammu
12425,Keshod,India,Keshod
12426,Leh,India,Leh
12427,Madurai,India,Madurai
12429,Kamalpur,India,Kamalpur
12430,Ranchi,India,Ranchi
12431,Silchar,India,Silchar
12432,Aurangabad,India,Aurangabad
12433,Jamshedpur,India,Jamshedpur
12434,Kandla,India,Kandla
12435,Port Blair,India,Port Blair
12436,Inyokern,CA,Inyokern
12437,Izmir,Turkey,Izmir Metropolitan Area
12438,Izumo,Japan,Izumo
12439,Ixtepec,Mexico,Ixtepec
12440,Jabiru,Australia,Jabiru
12441,Jackson,WY,Jackson Hole
12442,Jaffna,Sri Lanka,Kankesanturai
12443,Jacobabad,Pakistan,Shahbaz AB
12444,Jaipur,India,Jaipur
12445,Atlanta,GA,Perimeter Mall Helipad
12446,Jacmel,Haiti,Jacmel
12447,Jalapa,Mexico,El Lencero
12448,Jackson/Vicksburg,MS,Jackson Medgar Wiley Evers International
12449,Atlanta,GA,Beaver Ruin
12450,Jakobshavn,Greenland,Ilulissat
12451,Jacksonville,FL,Jacksonville International
12452,Boston,MA,Boston City Heliport
12453,Oakland,CA,Berkeley Municipal Heliport
12454,Commerce,CA,Commerce Business Park Heliport
12455,Jonesboro,AR,Jonesboro Municipal
12456,Cannes,France,Croisette Heliport
12457,San Francisco,CA,China Basin Heliport
12458,Oakland,CA,Oakland Convention Center Heliport
12459,Christianshab,Greenland,Christianshab
12460,Olathe,KS,New Century Aircenter
12461,Julia Creek,Australia,Julia Creek
12462,John Day,OR,Grant County Regional/Ogilvie Field
12463,Dallas/Fort Worth,TX,Downtown Heliport
12464,Juiz de Fora,Brazil,Juiz
12465,Seattle,WA,Edgewater Inn Helipad Sea Wash
12466,Jodhpur,India,Jodhpur
12467,Miami,FL,Miami Downtown Heliport
12468,Juazeiro Do Norte,Brazil,Regional de Cariri
12469,Minneapolis,MN,Minneapolis Heliport
12470,Houston,TX,Houston Central Business District Heliport
12472,Jeddah,Saudi Arabia,King Abdulaziz International
12473,Jeremie,Haiti,Jeremie
12474,Jefferson City,MO,Jefferson City Memorial
12476,Jersey,United Kingdom,Jersey
12477,Seattle,WA,Seattle 1st National.Bank Helipad
12478,New York,NY,John F. Kennedy International
12479,Jefferson,OH,Northeast Ohio Regional
12481,Frederikshab,Greenland,Frederikshaab
12482,Jamnagar,India,Jamnagar
12483,Grand Canyon,AZ,Grand Canyon Heliport
12484,Williamsburg,VA,Williamsburg-Jamestown
12485,Atlanta,GA,Galleria
12486,Houston,TX,Greenway Plaza Heliport
12487,Houston,TX,Transco Tower Galleria Heliport
12489,Johor Bahru,Malaysia,Senai International
12490,Garden City,NY,Island Heliport
12491,Helsingborg,Sweden,Helsingborg Heliport
12492,Kapalua,HI,Kapalua
12493,Sisimiut,Greenland,Sisimiut
12494,Jamestown,NY,Chautauqua County/Jamestown
12495,Cambridge,MA,Cambridge
12496,Djibouti,Djibouti,Djibouti Ambouli
12497,City of Industry,CA,Civic Financial Center Heliport
12498,Ikaria Island,Greece,Ikaria
12499,Jilin,China,Jilin
12500,Jimma,Ethiopia,Aba Segud Negus Wolde Giorg
12501,Jinja,Uganda,Jinja
12502,Juanjui,Peru,Juanjui
12503,Jonkoping,Sweden,Jonkoping
12504,Chios,Greece,Chios
12505,Kalymnos,Greece,Kalymnos
12506,Janakpur,Nepal,Janakpur
12507,Jakarta,Indonesia,Jakarta Metropolitan Area
12508,Jacksonville,TX,Cherokee County
12509,Cooper Lodge,AK,Quartz Creek
12511,Joplin,MO,Joplin Regional
12512,Jabalpur,India,Jabalpur
12513,Houston,TX,Astrodome
12514,Jamba,Angola,Jamba
12515,San Francisco,CA,Marin County Heliport
12516,Mikonos Island,Greece,Mikonos
12517,Malmo,Sweden,Harbour Heliport
12518,Mankato,MN,Downtown Heliport
12519,Jamestown,ND,Jamestown Regional
12520,Johannesburg,South Africa,Oliver Reginald Tambo International
12521,Nanortalik,Greenland,Nanortalik
12522,Newport Beach,CA,Newport Beach
12523,Juneau,AK,Juneau International
12524,Safawi,Jordan,Prince Hasan
12525,Azraq,Jordan,Al Shaheed Mwaffaq Salti Air Base
12526,Azraq,Jordan,Azraq Highway Strip
12527,Santa Ana,CA,Centerport Heliport
12528,Joensuu,Finland,Joensuu
12529,Yogyakarta,Indonesia,Adisutjipto
12530,Port St Johns,South Africa,Port St Johns
12531,Joinville,Brazil,Joinville
12533,Jolo,Philippines,Jolo
12534,Njombe,Tanzania,Njombe
12535,Johnston Island,TT,Johnston Atoll
12536,Orange,CA,Orange County Heliport
12537,Jos,Nigeria,Yakubu Gowon
12539,Okinawa,Japan,Futenma MCAS
12540,Joao Pessoa,Brazil,Presidente Castro Pinto International
12541,New York,NY,Pan Am Building Heliport
12542,Ji Parana,Brazil,Ji Parana
12543,Houston,TX,Park Ten Helipad
12544,CONCORD,NC,CONCORD REGIONAL
12545,New York,NY,West 30th Street Heliport
12546,New York,NY,Downtown Manhattan/Wall Street Heliport
12547,Rochester,MN,Appache Heliport
12548,New York,NY,East 60th Street Heliport
12549,Kapolei,HI,Kalaeloa
12550,Jorhat,India,Jorhat
12551,Kilimanjaro,Tanzania,Kilimanjaro International
12552,Jerusalem,Israel,Jerusalem
12553,Ceiba,PR,Jose Aponte de la Torre
12554,Juneau,AK,Juneau Seaplane Base
12555,Skiathos,Greece,Alexandros Papadiamantis
12556,St. Cloud,MN,Crossroads Heliport
12557,Sodertalje,Sweden,Sodertalje Heliport
12558,Jessore,Bangladesh,Jessore
12559,Johnstown,PA,John Murtha Johnstown-Cambria County
12561,Syros Island,Greece,Dimitrios Vikelas
12563,Santorini,Greece,Santorini
12564,Juba,South Sudan,Juba
12566,Jujuy,Argentina,Jujuy
12567,Juliaca,Peru,Juliaca
12568,Jumla,Nepal,Jumla
12570,Upernavik,Greenland,Upernavik
12571,Beloit/Janesville,WI,Southern Wisconsin Regional
12573,Houston,TX,Westchase Heliport
12574,Nashville,TN,John C Tune
12576,Jackson,MI,Jackson County-Reynolds Field
12577,Seattle,WA,Olympic Hotel Helipad Sea Wash
12578,Jyvaskyla,Finland,Jyvaskyla
12579,Newton,MS,James H Easom Field
12580,Orange,MA,Orange Municipal
12581,Stanley,ND,Stanley Municipal
12582,Ganda,Angola,Ganda
12583,Trading Bay,AK,Trading Bay Production
12585,Chamberlain,SD,Chamberlain Municipal
12586,Song Pan,China,Jui Zhai Huang Long
12587,Portland,TN,Portland Municipal
12588,Duluth,MN,Sky Harbor
12589,Cloquet,MN,Cloquet Carlton County
12590,San Clemente Island,CA,San Clemente Island Nalf
12591,Hog River,AK,Hog River
12592,Quincy,WA,Quincy Municipal
12593,American Falls,ID,American Falls
12594,Prospect,OR,Prospect State
12595,Brooksville,FL,Brooksville Tampa Bay Regional
12596,Laurel,MT,Laurel Municipal
12598,Arlington,TX,Arlington Municipal
12599,Bennington,VT,William H. Morse State
12600,Little Rock,AR,North Little Rock Municipal
12601,Evergreen,AL,Evergreen Regional Middleton Field
12602,Angwin,CA,Angwin-Parrett Field
12603,Grangeville,ID,Idaho County
12604,Taszar,Hungary,Taszar
12605,Russellville,KY,Russellville-Logan County
12606,Kasama,Zambia,Kasama
12607,Kariba,Zimbabwe,Kariba International
12608,Kameshli,Syria,Kamishly
12609,Kaduna,Nigeria,Kaduna
12610,Kake,AK,Kake Seaplane Base
12611,Kangnung,South Korea,Kangung
12613,Kaieteur,Guyana,Kaieteur
12614,Kajaani,Finland,Kajaani
12615,Kaltag,AK,Kaltag
12616,Kano,Nigeria,Mallam Aminu Kano International
12617,Kuusamo,Finland,Kuusamo
12618,Kamarang,Guyana,Kamarang
12619,Kaitaia,New Zealand,Kaitaia
12620,Kawthaung,Burma,Kawthaung
12621,Birch Creek,AK,Birch Creek
12622,Bell Island,AK,Bell Island Hot Springs Seaplane Base
12623,Kabalega Falls,Uganda,Pakuba
12624,Klag Bay,AK,Klag Bay
12625,Kabul,Afghanistan,Hamid Karzai International
12626,Kabalo,Congo (Kinshasa),Kabalo
12627,Kiev,Ukraine,Boryspil International
12628,Kota Bharu,Malaysia,Sultan Ismail Petra
12629,Bo,Sierra Leone,Bo
12630,Krabi,Thailand,Krabi
12631,Chignik,AK,Chignik Bay
12632,Kuqa,China,Kuche
12633,Coffman Cove,AK,Coffman Cove Seaplane Base
12634,Collinsville,Australia,Collinsville
12635,Chignik Bay,AK,Chignik Bay
12636,Kuching,Malaysia,Kuching International
12637,Kansas City,KS,Fairfax Municipal
12638,Chignik Lagoon,AK,Chignik Lagoon
12639,Chernofski,AK,Chernofski Harbor
12641,Chignik,AK,Chignik Lake
12642,Colorado Creek,AK,Colorado Creek
12644,Kochi,Japan,Kochi
12645,Kandahar,Afghanistan,Kandahar
12646,N Djole,Gabon,N Djole
12647,Kodiak,AK,Kodiak Municipal
12648,Kamphang Saen,Thailand,Kamphang Saen
12649,Nanwalek,AK,Nanwalek
12650,Kaedi,Mauritania,Kaedi
12651,Keflavik/Reykjavik,Iceland,Keflavik International
12652,Kenmore,WA,Kenmore Air Harbor
12653,Ekwok,AK,Ekwok
12654,Kiel,Germany,Kiel/Holtenau
12655,Kemi,Finland,Kemi Tornio
12656,Kenema,Sierra Leone,Kenema
12657,Odienne,Cote d'Ivoire,Odienne IV Coast
12658,Nepalganj,Nepal,Nepalgunj
12659,Kerman,Iran,Kerman
12661,Key Largo,FL,Ocean Reef Club
12662,Kiffa,Mauritania,Kiffa
12663,False Pass,AK,False Pass
12664,Kananga,Congo (Kinshasa),Kananga
12665,Kingscote,Australia,Kingscote
12666,Kaliningrad,Russia,Khrabrovo
12667,Karaganda,Kazakhstan,Karaganda
12668,Kedougou,Senegal,Kedougou
12669,Kalgoorlie,Australia,Kalgoorlie
12670,Karonga,Malawi,Karonga
12671,Koliganek,AK,Koliganek
12672,Kigali,Rwanda,Kigali International
12674,Kos,Greece,Kos
12675,Keningau,Malaysia,Keningau
12676,Grayling,AK,Grayling
12677,Glacier Creek,AK,Glacier Creek
12679,Kherson,Ukraine,Kherson
12680,Kaohsiung,Taiwan,Kaohsiung International
12681,Karachi,Pakistan,Jinnah International
12682,Khark,Iran,Khark Island
12683,Khamti,Burma,Kanti
12684,Nanchang,China,Changbei International
12685,Khabarovsk,Russia,Khabarovsk Novy
12686,Ivanof Bay,AK,Ivanof Bay Seaplane Base
12687,Kristianstad,Sweden,Kristianstad
12688,Bougainville Island,Papua New Guinea,Kieta
12689,Kish Island,Iran,Kish Island
12690,Niigata,Japan,Niigata
12691,Kirkuk,Iraq,Kirkuk
12692,Kimberley,South Africa,Kimberley
12693,Kingston,Jamaica,Norman Manley International
12694,Kerry County,Ireland,Kerry
12695,Kisumu,Kenya,Kisumu
12696,Kithira,Greece,Alexandros Aristotelous Onassis
12697,Kishinev,Moldova,Chisinau International
12698,Kitwe,Zambia,Kitwe/Nkana
12699,Osaka,Japan,Kansai International
12700,Kilwa,Tanzania,Kilwa Masoko
12701,Krasnojarsk,Russia,Yemelyanovo
12702,Kortrijk,Belgium,Wevelgem
12703,Taichung,Taiwan,Ching Chuan Kang AB
12704,Koyuk,AK,Koyuk Alfred Adams
12705,Kitoi Bay,AK,Kitoi Bay
12706,Khon Kaen,Thailand,Khon Kaen
12707,Kerikeri,New Zealand,Kerikeri
12708,Kongiganak,AK,Kongiganak
12709,Akiachak,AK,Akiachak
12710,Kitakyushu,Japan,Kitakyushu
12711,Kalakaket,AK,Kalakaket Creek AS
12712,Karluk Lake,AK,Karluk Lake Seaplane Base
12713,Kirkenes,Norway,Hoybuktmoen
12714,Kaikohe,New Zealand,Kaikohe
12716,Ekuk,AK,Ekuk
12717,Kikwit,Congo (Kinshasa),Kikwit
12718,Kalabo,Zambia,Kalabo
12719,Kalskag,AK,Kalskag
12720,Levelock,AK,Levelock
12721,Larsen Bay,AK,Larsen Bay
12722,Kalibo,Philippines,Kalibo International
12723,Kelp Bay,AK,Kelp Bay
12724,Kalmar,Sweden,Kalmar
12725,Kelso,WA,Southwest Washington Regional
12726,Klagenfurt,Austria,Klagenfurt
12727,Karlovy Vary,Czech Republic,Karlovy Vary
12728,Klawock,AK,Klawock
12729,Kalamata,Greece,Kalamata
12730,Kerema,Papua New Guinea,Kerema
12731,King Khalid Military City,Saudi Arabia,King Saud AB
12732,Kamina,Papua New Guinea,Kamina
12733,Kunming,China,Wujiaba
12734,Miyazaki,Japan,Miyazaki
12735,Kumamoto,Japan,Kumamoto
12736,Kamina,Congo (Kinshasa),Kamina Base
12737,Manokotak,AK,Manokatak Seaplane Base
12738,Keetmanshoop,Namibia,Keetmanshoop
12739,Komatsu,Japan,Komatsu
12740,Kumasi,Ghana,Kumasi
12741,Kisimayu,Somalia,Kisimayo
12742,Khamis Mushait,Saudi Arabia,Khamis Mushait
12743,Moser Bay,AK,Moser Bay
12744,Kaoma,Zambia,Kaoma
12745,Kanab,UT,Kanab Municipal
12746,Kindu,Congo (Kinshasa),Kindu
12748,Kokhanok,AK,Kokhanok
12749,Kankan,Guinea,Kankan
12751,Capanda,Angola,Capanda Dam
12752,King Island,Australia,King Island
12753,Kennett,MO,Kennett Memorial
12754,Kanpur,India,Kanpur/Chakeri
12755,New Stuyahok,AK,New Stuyahok
12756,Kununurra,Australia,Kununurra
12757,Kenieba,Mali,Kenieba
12758,Kona,HI,Ellison Onizuka Kona International at Keahole
12760,Kupang,Indonesia,El Tari
12761,Koolatah,Australia,Koolatah
12762,Kirkwall,United Kingdom,Kirkwall
12763,Kagoshima,Japan,Kagoshima
12764,Kokkola/Pietarsaari,Finland,Kokkola Pietarsaari
12765,Kontum,Vietnam,Kontum
12766,Nakhon Phanom,Thailand,Nakhon Phanom
12767,Kokoro,Papua New Guinea,Kokoro
12768,Kompongsom,Cambodia,Kompongsom
12769,Kotlik,AK,Kotlik
12770,Ganzhou,China,Ganzhou
12771,Olga Bay,AK,Olga Bay Seaplane Base
12772,Ouzinkie,AK,Ouzinkie
12773,Point Baker,AK,Point Baker
12774,Port Clarence,AK,Port Clarence CGS
12775,Pauloff Harbor,AK,Pauloff Harbor
12776,Kapit,Malaysia,Kapit
12777,Parks,AK,Parks Seaplane Base
12778,Napamute,AK,Napamute
12779,Kipnuk,AK,Kipnuk
12780,Pohang,South Korea,Pohang
12781,Kalpowar,Australia,Kalpower
12782,Port Williams,AK,Port Williams
12783,Kempsey,Australia,Kempsey
12784,Perryville,AK,Perryville
12785,Port Bailey,AK,Port Bailey
12786,Akutan,AK,Akutan
12787,Karumba,Australia,Karumba
12788,Kramfors,Sweden,Kramfors Solleftea
12789,Krakow,Poland,John Paul II - Balice
12790,Kasitsna Bay,AK,Kasitsna
12791,Kiruna,Sweden,Kiruna
12792,Karup,Denmark,Karup
12793,Krasnodar,Russia,Pashkovskiy
12794,Kristiansand,Norway,Kjevik
12795,Khartoum,Sudan,Khartoum
12796,Burlington,KS,Coffey County
12798,Kosrae,Federated States of Micronesia,Kosrae
12799,Kosice,Slovakia,Kosice International
12800,Karlstad,Sweden,Karlstad
12801,Kasese,Uganda,Kasese
12802,Kassel,Germany,Kassel Calden
12803,Kermanshah,Iran,Shahid Ashrafi Esfahani
12804,Kissidougou,Guinea,Kissidougou
12805,Karshi,Uzbekistan,Karshi South
12806,Kassala,Sudan,Kassala
12807,St. Mary's,AK,St. Mary's
12809,Kastoria,Greece,Kastoria
12810,Kosipe,Papua New Guinea,Kosipe
12811,Karshi,Uzbekistan,Karshi Khanabad
12812,Sandy River,AK,Federal No.1
12813,Kristiansund,Norway,Kvernberget
12814,Karratha,Australia,Karratha
12815,Thorne Bay,AK,Thorne Bay Seaplane Base
12817,Kitale,Kenya,Kitale
12818,Kathmandu,Nepal,Tribhuvan International
